Product_Line,PIM_Attribute_ID,PIM_Attribute_Name,PrimaryHierarchy_Code,PrimaryHierarchy_Name,ClassificationCategory_Code,ClassificationCategory_Name,Comments
Apparel ,colorgroupapparel,Color Group,MPH1110101108,Track pants,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1110101109,Casual dresses,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1110101110,Shrugs and cardigans,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1110101111,Skirts,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1110101112,Capris,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1110101113,Leggings & Jeggings,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1110101114,Jump suits,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1110102100,Formal shirt,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1110102101,Formal trousers,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1110102102,Formal suits,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1110102103,Formal coats jackets,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1110102104,Formal dress,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1110103100,Maternity Day Wear,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1110103101,Maternity Lingerie,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1110103102,Maternity Sleepwear,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1110103103,Maternity Accessories,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1110104100,Sports tshirt,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1110104101,Sports shorts,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1110104102,Sports sets,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1110104103,Sports jackets,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1110104104,Track pants,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1110104105,Swimwear,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1110104106,Sports innerwear,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1110105100,Bras & Bra Sets,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1110105101,Camisoles & Camisole Sets,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1110105102,Lingerie Sets,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1110105103,Corsets & Bustier,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1110105104,Sleepwear & Robes,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1110105105,Gowns,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1110105106,Panties,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1110105107,Intimate wear,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1110105108,Stockings &Tights,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1110105109,Shapewear,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1110106100,Socks,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1111100100,Formal shirt,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1111100101,Formal trousers,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1111100102,Formal suits,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1111100103,Formal coats & jackets,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1111101100,T-Shirts,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1111101101,casual shirts,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1111101102,Jeans,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1111101103,Casual trousers,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1111101104,Shorts,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1111101105,Sweatshirts and hoodies,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1111101106,Sweaters,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1111101107,Casual Jackets,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1111101108,Track pants,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1111101109,Blazers,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1111102100,Sports tshirt,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1111102101,Sports shorts,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1111102102,Sports sets,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1111102103,Sports jackets,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1111102105,Swimwear,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1111102104 ,Bottomwear,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1111103100,Kurta,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1111103101,Kurta set with bottom,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1111103102,Bottomwear,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1111103103,Ethnic suits,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1111103104,Ethnic headgear,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1111103105,Nehru Jackets,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1111103106,Sherwani,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1111103107,Blazers,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1111103108,Shirts,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1111103109,Accessories,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1111104100,Briefs,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1111104101,Trunks,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1111104102,Boxers,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1111104103,Vests,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1111104104,Sleepwear,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1111104105,Swimwear,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1111104106,Thermals,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1111105100,Socks,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,others2apparel,Others 2,MPH1110100108,Blouses,others2apparelCC,others2apparelClassifyingCategory,
Apparel ,others2apparel,Others 2,MPH1111101110,Others,others2apparelCC,others2apparelClassifyingCategory,
Apparel ,others2apparel,Others 2,MPH1111101111,Others1,others2apparelCC,others2apparelClassifyingCategory,
Apparel ,others2apparel,Others 2,MPH1111101112,Others2,others2apparelCC,others2apparelClassifyingCategory,
Apparel ,others2apparel,Others 2,MPH1111104107,Others,others2apparelCC,others2apparelClassifyingCategory,
Apparel ,others2apparel,Others 2,MPH1111104108,Others1,others2apparelCC,others2apparelClassifyingCategory,
Apparel ,others2apparel,Others 2,MPH1111104109,Others2,others2apparelCC,others2apparelClassifyingCategory,
Apparel ,others1apparel,Others 1,MPH1110100108,Blouses,others1apparelCC,others1apparelClassifyingCategory,
Apparel ,others1apparel,Others 1,MPH1111101110,Others,others1apparelCC,others1apparelClassifyingCategory,
Apparel ,others1apparel,Others 1,MPH1111101111,Others1,others1apparelCC,others1apparelClassifyingCategory,
Apparel ,others1apparel,Others 1,MPH1111101112,Others2,others1apparelCC,others1apparelClassifyingCategory,
Apparel ,others1apparel,Others 1,MPH1111104107,Others,others1apparelCC,others1apparelClassifyingCategory,
Apparel ,others1apparel,Others 1,MPH1111104108,Others1,others1apparelCC,others1apparelClassifyingCategory,
Apparel ,others1apparel,Others 1,MPH1111104109,Others2,others1apparelCC,others1apparelClassifyingCategory,
Apparel ,collectiondateapparel,Collection Date,MPH1110100108,Blouses,collectiondateapparelCC,collectiondateapparelClassifyingCategory,
Apparel ,others3apparel,Others 3,MPH1110100108,Blouses,others3apparelCC,others3apparelClassifyingCategory,
Apparel ,others3apparel,Others 3,MPH1111101110,Others,others3apparelCC,others3apparelClassifyingCategory,
Apparel ,others3apparel,Others 3,MPH1111101111,Others1,others3apparelCC,others3apparelClassifyingCategory,
Apparel ,others3apparel,Others 3,MPH1111101112,Others2,others3apparelCC,others3apparelClassifyingCategory,
Apparel ,others3apparel,Others 3,MPH1111104107,Others,others3apparelCC,others3apparelClassifyingCategory,
Apparel ,others3apparel,Others 3,MPH1111104108,Others1,others3apparelCC,others3apparelClassifyingCategory,
Apparel ,others3apparel,Others 3,MPH1111104109,Others2,others3apparelCC,others3apparelClassifyingCategory,
Apparel ,womenformaltopwearsize,Size,MPH1110102105,Others,womenformaltopwearsizeCC,womenformaltopwearsizeClassifyingCategory,
Apparel ,womenformaltopwearsize,Size,MPH1110102106,Others1,womenformaltopwearsizeCC,womenformaltopwearsizeClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1110100100,Sarees,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1110100101,Kurta & kurtis,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1110100102,Suit Sets,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1110100103,Dress material,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1110100104,Ethnic bottom ,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1110100105,Duppatta,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1110100106,Ethnic Dresses,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1110100107,Lehenga sets,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1110100108,Blouses,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1110101100,Tops and tees,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1110101101,casual shirts,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1110101102,Jeans,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1110101103,Casual trousers,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1110101104,Shorts,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1110101105,Sweatshirts and hoodies,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1110101106,Sweaters,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1110101107,Casual jackets and blazers,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1110101108,Track pants,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1110101109,Casual dresses,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1110101110,Shrugs and cardigans,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1110101111,Skirts,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1110101112,Capris,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1110101113,Leggings & Jeggings,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1110101114,Jump suits,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1110102100,Formal shirt,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1110102101,Formal trousers,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1110102102,Formal suits,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1110102103,Formal coats jackets,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1110102104,Formal dress,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1110103100,Maternity Day Wear,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1110103101,Maternity Lingerie,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1110103102,Maternity Sleepwear,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1110103103,Maternity Accessories,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1110104100,Sports tshirt,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1110104101,Sports shorts,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1110104102,Sports sets,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1110104103,Sports jackets,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1110104104,Track pants,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1110104105,Swimwear,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1110104106,Sports innerwear,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1110105100,Bras & Bra Sets,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1110105101,Camisoles & Camisole Sets,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1110105102,Lingerie Sets,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1110105103,Corsets & Bustier,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1110105104,Sleepwear & Robes,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1110105105,Gowns,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1110105106,Panties,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1110105107,Intimate wear,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1110105108,Stockings &Tights,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1110105109,Shapewear,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1111100100,Formal shirt,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1111100101,Formal trousers,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1111100102,Formal suits,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1111100103,Formal coats & jackets,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1111101100,T-Shirts,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1111101101,casual shirts,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1111101102,Jeans,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1111101103,Casual trousers,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1111101104,Shorts,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1111101105,Sweatshirts and hoodies,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1111101106,Sweaters,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1111101107,Casual Jackets,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1111101108,Track pants,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1111101109,Blazers,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1111102100,Sports tshirt,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1111102101,Sports shorts,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1111102102,Sports sets,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1111102103,Sports jackets,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1111102105,Swimwear,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1111102104 ,Bottomwear,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1111103100,Kurta,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1111103101,Kurta set with bottom,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1111103102,Bottomwear,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1111103103,Ethnic suits,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1111103104,Ethnic headgear,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1111103105,Nehru Jackets,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1111103106,Sherwani,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1111103107,Blazers,washcareCC,washcareClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1111103108,Shirts,washcareCC,washcareClassifyingCategory,
